AX,AY,AZ,GX,GY,GZ
-0.50243163,-1.0459642,1.283433,-0.2706133,-0.13691017,-0.0388663
-0.80703187,-0.62422466,2.5012875,-0.27672195,-0.05261077,-0.02359467
-1.0311253,-0.3973484,2.921464,-0.35979962,-0.11064297,-0.030314188
-1.1922046,-0.6608877,2.2289052,-0.38056904,-0.110032104,-0.030925052
-1.254818,-0.708725,1.960974,-0.26633725,0.05551238,-0.022372939
-1.1820767,-0.48872948,1.7921987,-0.23396139,0.081779584,-0.018707749
-1.0680056,-0.22442245,2.197409,-0.1441642,0.051236324,-0.020540344
-0.8664149,-0.21959114,2.1418805,-0.042760566,0.109268524,-0.011377365
-0.599194,-0.25102615,1.467364,0.018936822,0.102549,-0.004046982
-0.2975456,0.18346119,1.8845682,0.044593163,-0.05138904,-0.007101309
-0.30073127,0.18372536,1.871413,0.17592919,-0.025732698,0.005726862

0.15254182,0.47979832,-1.227489,0.09712757,0.02069306,-0.027870728
0.020525783,1.8943968,2.266672,0.04886922,0.002977968,-0.029703323
-0.22397387,0.68139744,-0.47793257,-0.03970624,-0.008017606,-0.035811976
-0.38137308,0.4433546,-2.1408606,-0.11301007,0.007254025,-0.039477166
-0.58772916,0.62794876,-1.2943804,-0.1423316,0.022525655,-0.042531494
-0.6876713,0.7342148,-2.2095952,-0.17715092,0.045738537,-0.040698897
-0.52966535,1.7383194,-0.22853404,-0.1881465,0.041462477,-0.04008803
-0.50621057,1.18256,-0.9788691,-0.1826487,0.031688634,-0.039477166
-0.6040122,0.27836132,-1.0140946,-0.13805555,-0.015958855,-0.024816401
-0.87687194,-0.90375805,-2.2959862,-0.13805555,-0.015958855,-0.024816401
-1.0369304,0.07418728,-0.74094,-0.09590584,-0.061773747,-0.016264288
-1.027987,0.07192421,-0.77289814,-0.04886922,-0.09048442,0.001450805
-1.2761189,0.7117367,2.6553714,-0.023823744,-0.099647395,0.008781188
-1.2884867,-1.246458,-2.429172,0.012217305,-0.11614075,0.02405282
-0.81870306,-0.13488579,4.226166,0.04520403,-0.10819951,0.055206947
-0.83667266,-0.1356659,4.193396,0.049480084,-0.10025826,0.06498079
-0.85358846,-0.13614559,4.166034,0.045814894,-0.09170614,0.0753655
-0.4896698,-0.50964165,3.045548,0.02687807,-0.076434515,0.09857838
-0.08289075,-2.4080381,-2.167345,-0.009773844,-0.06910413,0.12118039
0.15435672,-1.6934996,0.039774388,-0.031154128,-0.06666067,0.12606731
0.6301193,0.54522514,2.2855437,-0.052534413,-0.061773747,0.13461943
0.79884505,0.6504669,2.833723,-0.105068825,-0.06116288,0.14866933
1.0977807,-0.5496912,-0.834623,-0.14355333,-0.04955644,0.15844317
1.0934397,-0.5474529,-0.7903975,-0.16310102,-0.044058654,0.16394097
1.0566306,0.1294365,-0.08227557,-0.18875736,-0.018402316,0.16821702
0.90870506,0.9252806,1.0317314,-0.1966986,0.010919216,0.17249307
0.37382397,0.03750801,-0.19003743,-0.19914207,0.01947133,0.17127134
0.10298455,0.12843895,-0.2072621,-0.19058995,0.017027868,0.16638441
0.11588201,0.12644577,-0.23789865,-0.17348573,-0.01779145,0.15844317
-0.6068749,0.50780106,1.3812445,-0.15943582,-0.044058654,0.15477799
-0.98173493,-0.6496153,0.33518884,-0.11728613,-0.10819951,0.1437824
-1.2578692,-1.4557161,-1.1325018,-0.093462385,-0.15157095,0.13950635
-1.2481536,-1.4575024,-1.1716466,-0.028710667,-0.23709208,0.1297325
-1.6463019,-1.0399256,1.5192349,0.045814894,-0.30245465,0.1175152
-2.087812,-1.3330984,1.7863895,0.14905111,-0.14912748,0.069867715
-1.8231955,-2.051939,0.34893093,0.14905111,-0.14912748,0.069867715
-1.8364705,-2.0507088,0.37692952,0.14905111,-0.14912748,0.069867715
-1.8460841,-2.049736,0.3981506,0.14905111,-0.14912748,0.069867715
-1.6473653,-2.4519615,0.14436522,0.13439035,-0.10086913,0.061926465
-0.9970339,-1.7784653,0.5037918,0.06352998,-0.031230485,0.050320026
-0.3694634,-0.8537531,1.2048317,0.016493361,-0.010461068,0.045433104
0.38257194,-0.2821417,2.3803356,-0.09101892,-0.006795876,0.03932445
0.98694396,-1.3112078,-1.5078508,-0.22235495,-0.024510968,0.037491854
1.3546228,-0.8850832,-0.29984748,-0.28405234,-0.075212784,0.036270123
1.4821731,-0.37382507,-0.30629355,-0.3933972,-0.1295798,0.03688099
1.3642639,-0.030056953,-0.37791798,-0.44043383,-0.14912748,0.03932445
1.3780609,-0.029087067,-0.34604806,-0.50823987,-0.16195565,0.041157044
0.5965048,0.41812706,-0.9411919,-0.535118,-0.12652546,0.03932445
0.047248363,1.1330757,1.1586359,-0.51923543,-0.061773747,0.03810272
0.062048167,1.1327391,1.1639602,-0.4972443,-0.021456642,0.03443753
-1.0075989,-0.6557236,-1.8672395,-0.42271876,0.054901514,0.030161472
-1.3994489,-0.32822418,-1.1373417,-0.37751472,0.083001316,0.025274549
-2.030021,0.7045708,1.599515,-0.2742785,0.10743593,0.020387627
-2.0172563,0.70270634,1.5710119,-0.21991149,0.098883815,0.0173333
-2.0105906,0.7017412,1.5558593,0.044593163,-0.07948884,0.015500706
-1.9842542,0.26360226,0.8806945,0.050701816,-0.07460192,0.01488984
-1.6958997,-0.581131,-0.94067174,0.050701816,-0.07460192,0.01488984
-1.1343331,-0.5227661,0.5457225,0.050701816,-0.07460192,0.01488984
-1.1518509,-0.5229664,0.52806354,0.043982297,-0.06666067,0.013057245
-1.1676135,-0.5232916,0.50802726,0.027488936,-0.048945576,0.014278975
-0.73426294,0.003433228,1.0227807,-0.040317107,-0.001298089,0.004505131
-0.4529764,-0.32160187,0.50768065,-0.12950343,0.05917757,-0.008933905
-0.101579696,-0.06204796,0.07254559,-0.18387043,0.089109965,-0.009544769
0.18861732,0.23938847,0.36976856,-0.2828306,0.13125966,-0.022372939
0.18391746,0.23926258,0.36327103,-0.36957347,0.14958562,-0.032757647
0.6956004,-0.32905388,-0.6897873,-0.40317106,0.1465313,-0.03153592
0.6888716,-0.3280878,-0.6761399,-0.4447099,0.1202641,-0.03642284
0.60580754,0.45158005,0.2853607,-0.45265114,0.098883815,-0.040698897
0.61497957,0.45144653,0.28997254,-0.3915646,0.0322995,-0.04558582
-0.07195699,0.10969353,-0.6730332,-0.35308012,0.009697486,-0.04375322
-0.29664603,0.20226765,-1.0271518,-0.30482176,-0.008017606,-0.05169447
-0.28881258,0.2010374,-1.04576,-0.18448131,-0.02939789,-0.055970527
-0.52317226,0.8930893,1.0615847,-0.0580322,-0.030619621,-0.06269005
-0.54680765,0.06284809,0.08923957,0,-0.027565295,-0.065133505
-0.53054833,-0.016706467,-0.32631344,0.21013765,-7.64E-05,-0.05963572
-0.5278928,-0.01736164,-0.33750936,0.21013765,-7.64E-05,-0.05963572
-0.64850134,0.4156475,0.7723557,0.17959438,0.00786489,-0.056581393
-0.4485767,-0.50935364,-2.2528849,0.13927728,0.017027868,-0.049861874
-0.29580346,0.90927887,1.8950305,0.13927728,0.017027868,-0.049861874
-0.29887336,0.9087143,1.8801223,0.13927728,0.017027868,-0.049861874
-0.30375528,0.90893936,1.8810254,0.02687807,0.03901902,-0.044364087
-0.30375528,0.90893936,1.8810254,-0.035430185,0.053068917,-0.037644573
-0.19551674,-0.74523354,-0.46611533,-0.16737708,0.0762818,-0.029092457
-0.19754502,-0.74525166,-0.46805534,-0.28038713,0.0884991,-0.02115121
-0.3641121,-0.23994827,0.8595623,-0.32986724,0.08788824,-0.015042556
-0.3464172,0.17649937,2.065712,-0.38545597,0.086055644,-3.82E-04
-0.23793285,-0.38126564,-0.42467794,-0.40133846,0.071394876,0.005726862
-0.041267544,0.09634495,0.85339147,-0.3866777,0.065897085,0.011224649
0.16110736,0.20537186,0.3000953,-0.33353242,0.053068917,0.018555032
0.20778233,0.21098518,-0.13644665,-0.29138273,0.050014593,0.017944166
0.11606002,-0.13504028,-0.526787,-0.18203785,0.04879286,0.019165898
-0.16844752,-0.70907974,-1.8760629,-0.058643065,0.038408153,0.020998493
-0.15597558,-0.7097883,-1.8809962,0,0.031688634,0.019165898
-0.39368486,0.51003456,0.65206397,0.11728613,0.012140946,0.01488984
-0.5807982,1.1565876,1.4595506,0.24373524,-0.008017606,0.013057245
-0.46685472,0.051499367,-0.78315413,0.24373524,-0.008017606,0.013057245
-0.4706167,0.052020073,-0.77607965,0.29077184,-0.012293663,0.011224649
-0.59100163,-0.037096024,0.44078562,0.29749137,-0.01656972,0.010613783
-0.69866264,1.2158403,3.1005456,0.27488935,-0.024510968,0.010002919
-0.68825233,1.2147827,3.086852,0.25350907,-0.031230485,0.007559457
-0.6742466,1.2160587,3.1189785,0.22724187,-0.0397826,0.007559457
-0.67211866,1.2163763,3.126077,0.16249016,-0.04589125,0.008170323
-0.68648386,-0.42604637,-0.54184014,0.0983493,-0.033673946,0.004505131
-0.5582763,-0.53259087,-0.58917177,0.06841691,-0.022067508,0.006337727
-0.367244,0.048667908,1.6767163,0.01038471,0.015195273,0.005115997
-0.1943167,-0.58736134,0.35539868,-0.028710667,0.04879286,0.005115997
-0.15992402,-1.1595831,-1.0257273,-0.043982297,0.05245805,0.006948592
-0.13005583,-0.3465767,0.65047705,-0.047036625,0.050014593,0.008170323
-0.16750324,-0.8810644,-0.91842234,-0.022602014,0.02069306,0.01366811
-0.37684274,-1.0010481,0.024803013,0.001221731,0.002977968,0.014278975
-0.51787883,-0.43907547,1.193928,0.05497787,-0.04222606,0.019165898
-0.91991735,-0.5378752,1.3745039,0.086132,-0.063606344,0.020387627
-1.2056606,-0.9976549,0.58640933,0.15821409,-0.08498663,0.022220224
-1.5266566,-1.80164,-1.8796513,0.22540927,-0.0819323,0.020998493
-1.6052027,-0.2122736,1.2856967,0.30726522,-0.041615196,0.02649628
-1.2933788,0.8998251,2.6942332,0.30726522,-0.041615196,0.02649628
-1.305748,0.8999357,2.6896172,0.3359759,-0.024510968,0.033826664
-1.3271827,0.9024544,2.729867,0.34269542,-0.025732698,0.033826664
-0.41540042,-3.690043,-5.9369597,0.33108896,-0.03733914,0.041157044
-0.41540042,-3.690043,-5.9369597,-0.38056904,0.23999368,0.055206947
-0.6842764,0.09912491,2.8146935,-0.4990769,0.25221097,0.020387627
-1.3199521,-1.4336395,-1.7678088,-0.5467244,0.23693936,0.003894266
-1.3040961,-1.4345846,-1.7778654,-0.593761,0.17524196,-0.03214678
