AX,AY,AZ,GX,GY,GZ
0.2259573,-0.0625515,-0.5292688,0.56321776,1.535028,-0.04886922
0.22168183,-0.25361633,-0.61743575,0.5320636,1.611997,-0.057421334
-0.18718773,-0.17376518,-0.63089323,0.4746423,1.7555504,-0.06414085
-0.1684193,-0.17490292,-0.62472326,0.44593164,1.8190804,-0.06169739
-0.37403178,-0.10853958,-0.57306206,0.39584067,1.9259818,-0.051923547
-0.59400797,-0.008283615,-0.38130707,0.35185838,2.0133355,-0.030543262
-0.6494504,0.0131931305,-0.28638172,0.34330627,2.0548744,-0.01160644
-0.6379805,0.0130319595,-0.287439,0.31520647,2.1086304,0.021991149
-0.5005607,0.0698576,-0.11866969,0.30848694,2.1489475,0.06536258
-0.39310455,0.14760494,-0.25311518,0.30970868,2.1587214,0.09285152
0.061087206,0.21530724,-0.44837552,0.33353242,2.173993,0.15393804
0.055479154,0.21361065,-0.42800933,0.5345071,2.1293998,0.38056904
0.052220896,0.21226978,-0.41197395,0.5345071,2.1293998,0.38056904
0.26051646,0.2098751,-0.46225217,0.5345071,2.1293998,0.38056904
0.26129678,0.2090311,-0.4528065,0.5345071,2.1293998,0.38056904
0.30681807,0.38599205,-0.30439973,0.6273586,2.0939696,0.45020768
0.3155278,0.036616325,0.19246489,0.6737844,2.0744221,0.48441613
0.33243278,0.036810875,0.18633258,0.72692966,2.0493765,0.5161811
0.011569589,-0.018094063,-0.05171877,0.8356637,1.9950095,0.5882632
-0.007225126,-0.08503723,-0.16632688,0.9437868,1.9357556,0.657291
-0.122170486,-0.056147575,-0.34600294,1.001819,1.9033798,0.6914995
-0.13948943,-0.010253906,-0.42244878,1.1074986,1.8325194,0.7629707
-0.18508959,-0.122159004,-0.42878845,1.210124,1.7586046,0.8368854
-0.1699477,-0.121518135,-0.43739977,1.2577715,1.7176768,0.870483
-0.33092853,-0.20957375,-0.25511545,1.3439035,1.6364316,0.9462303
-0.3187829,-0.20913601,-0.26053977,1.4208726,1.5533539,1.0140363
-0.3272922,-0.271039,-0.042185307,1.4575244,1.5136477,1.0506883
-0.241829,-0.22531319,0.005284965,1.5198327,1.43057,1.1123856
-0.2347893,-0.22522545,0.0040866137,1.5460999,1.3878095,1.1459832
-0.17507951,-0.14152145,0.024156868,1.5876387,1.3010666,1.196685
-0.0416409,-0.02436161,0.049677372,1.6200147,1.2167672,1.237613
-0.07327186,0.049850464,-0.0746209,1.6639969,0.9479865,1.3206906
-0.07320669,0.050085068,-0.0771023,1.6639969,0.9479865,1.3206906
-0.07228022,0.050683975,-0.083693564,1.6639969,0.9479865,1.3206906
-0.08425123,0.017165184,-0.12678921,1.6639969,0.9479865,1.3206906
0.0075046755,-0.08952904,-0.87274694,1.6603317,0.9156107,1.3274102
0.020094108,0.22877121,-1.6288352,1.6560557,0.8826239,1.3286319
0.36540946,0.045963287,-0.81855714,1.6420058,0.8282569,1.3292428
0.44907063,-0.10031128,-0.71866006,1.6157386,0.7812203,1.3170254
0.37456426,-0.038438797,-0.23984909,1.6071864,0.7610617,1.3072516
0.3095894,-0.08793163,-0.06706059,1.5699236,0.73479456,1.2858714
0.019198328,-0.08145809,0.4569627,1.5302174,0.7176903,1.2547172
-0.01057254,-0.08915138,0.66495156,1.5088371,0.7158577,1.2333369
0.070806354,-0.024118423,0.71126795,1.4624114,0.71158165,1.1911873
-0.38199237,0.36078453,-0.085766554,1.4092661,0.7158577,1.1435398
-0.3843749,0.35816193,-0.061663747,1.3494014,0.72929674,1.0891727
-0.38929597,0.35703564,-0.051277995,1.3200798,0.7390706,1.0616838
-0.15084785,0.08182907,0.30186296,1.2907583,0.7476227,1.03786
-0.05637977,-0.013039589,0.49701583,1.2278391,0.7769442,0.9761627
-0.035826515,-0.055171967,0.5622872,1.1618657,0.8111527,0.91690874
-0.05000351,-0.059264183,0.4649018,1.1276573,0.8264243,0.8900307
-0.09431699,-0.044454575,0.3171934,0.79045963,1.0109056,0.6407976
-0.21089959,-0.061014175,0.2961886,0.752586,1.0310642,0.61636305
-0.21104105,-0.06090355,0.29515624,0.752586,1.0310642,0.61636305
-0.21207683,-0.060961723,0.29570723,0.752586,1.0310642,0.61636305
-0.20250002,-0.048991203,0.32204342,0.7153232,1.0493901,0.5900958
-0.14077128,-0.049411774,0.25170457,0.7153232,1.0493901,0.5900958
-0.037837856,-0.023795128,0.16744614,0.6731735,1.0628291,0.5662721
0.08156535,-0.002981186,0.020907879,0.6365216,1.0805442,0.54000485
0.03205547,0.032461166,-0.053593993,0.56199604,1.108644,0.49663344
-0.033873044,0.03236389,0.0071263313,0.48808134,1.1294135,0.45448375
-0.09294599,-0.05585575,0.1306386,0.44959682,1.1379656,0.4343252
-0.10392975,-0.09593105,0.19184363,0.38606682,1.1520154,0.39400807
-0.08041647,-0.13859272,0.18548453,0.32559118,1.1630111,0.35735616
-0.043612346,-0.1168623,0.14064538,0.29138273,1.1617893,0.34330627

1.669763,3.8642159,-3.9069595,-0.2706133,0.053679783,-0.092240654
1.7342486,4.7499275,-3.622697,-0.26389378,0.059788436,-0.087964594
